"","year","state","candidate","party_simplified","candidatevotes","totalvotes"
"1",1976,"ALABAMA","CARTER, JIMMY","DEMOCRAT",659170,1182850
"2",1976,"ALABAMA","FORD, GERALD","REPUBLICAN",504070,1182850
"3",1976,"ALABAMA","MADDOX, LESTER","OTHER",9198,1182850
"4",1976,"ALABAMA","BUBAR, BENJAMIN """"BEN""""","OTHER",6669,1182850
"5",1976,"ALABAMA","HALL, GUS","OTHER",1954,1182850
"6",1976,"ALABAMA","MACBRIDE, ROGER","LIBERTARIAN",1481,1182850
"7",1976,"ALABAMA","","OTHER",308,1182850
"8",1976,"ALASKA","FORD, GERALD","REPUBLICAN",71555,123574
"9",1976,"ALASKA","CARTER, JIMMY","DEMOCRAT",44058,123574
"10",1976,"ALASKA","MACBRIDE, ROGER","LIBERTARIAN",6785,123574
"11",1976,"ALASKA","","OTHER",1176,123574
"12",1976,"ARIZONA","FORD, GERALD","REPUBLICAN",418642,742719
"13",1976,"ARIZONA","CARTER, JIMMY","DEMOCRAT",295602,742719
"14",1976,"ARIZONA","MCCARTHY, EUGENE """"GENE""""","OTHER",19229,742719
"15",1976,"ARIZONA","MACBRIDE, ROGER","LIBERTARIAN",7647,742719
"16",1976,"ARIZONA","CAMEJO, PETER","OTHER",928,742719
"17",1976,"ARIZONA","ANDERSON, THOMAS J.","OTHER",564,742719
"18",1976,"ARIZONA","MADDOX, LESTER","OTHER",85,742719
"19",1976,"ARIZONA","","OTHER",22,742719
"20",1976,"ARKANSAS","CARTER, JIMMY","DEMOCRAT",498604,767535
"21",1976,"ARKANSAS","FORD, GERALD","REPUBLICAN",267903,767535
"22",1976,"ARKANSAS","","OTHER",639,767535
"23",1976,"ARKANSAS","MADDOX, LESTER","OTHER",389,767535
"24",1976,"CALIFORNIA","FORD, GERALD","REPUBLICAN",3882244,7803770
"25",1976,"CALIFORNIA","CARTER, JIMMY","DEMOCRAT",3742284,7803770
"26",1976,"CALIFORNIA","MACBRIDE, ROGER","OTHER",56388,7803770
"27",1976,"CALIFORNIA","MADDOX, LESTER","OTHER",51098,7803770
"28",1976,"CALIFORNIA","WRIGHT, MARGARET","OTHER",41731,7803770
"29",1976,"CALIFORNIA","CAMEJO, PETER","OTHER",17259,7803770
"30",1976,"CALIFORNIA","HALL, GUS","OTHER",12766,7803770
"31",1976,"COLORADO","FORD, GERALD","REPUBLICAN",584278,1081440
"32",1976,"COLORADO","CARTER, JIMMY","DEMOCRAT",460801,1081440
"33",1976,"COLORADO","MCCARTHY, EUGENE """"GENE""""","OTHER",26047,1081440
"34",1976,"COLORADO","MACBRIDE, ROGER","LIBERTARIAN",5338,1081440
"35",1976,"COLORADO","BUBAR, BENJAMIN """"BEN""""","OTHER",2886,1081440
"36",1976,"COLORADO","CAMEJO, PETER","OTHER",1122,1081440
"37",1976,"COLORADO","LAROUCHE, LYNDON, JR.","OTHER",565,1081440
"38",1976,"COLORADO","HALL, GUS","OTHER",403,1081440
"39",1976,"CONNECTICUT","FORD, GERALD","REPUBLICAN",719261,1386355
"40",1976,"CONNECTICUT","CARTER, JIMMY","DEMOCRAT",647895,1386355
"41",1976,"CONNECTICUT","SCATTERING","OTHER",10309,1386355
"42",1976,"CONNECTICUT","MADDOX, LESTER","OTHER",7101,1386355
"43",1976,"CONNECTICUT","LAROUCHE, LYNDON, JR.","OTHER",1789,1386355
"44",1976,"DELAWARE","CARTER, JIMMY","DEMOCRAT",122461,235642
"45",1976,"DELAWARE","FORD, GERALD","REPUBLICAN",109780,235642
"46",1976,"DELAWARE","","OTHER",2432,235642
"47",1976,"DELAWARE","ANDERSON, THOMAS J.","OTHER",645,235642
"48",1976,"DELAWARE","LAROUCHE, LYNDON, JR.","OTHER",135,235642
"49",1976,"DELAWARE","BUBAR, BENJAMIN """"BEN""""","OTHER",103,235642
"50",1976,"DELAWARE","","OTHER",86,235642
"51",1976,"DISTRICT OF COLUMBIA","CARTER, JIMMY","DEMOCRAT",137818,168830
"52",1976,"DISTRICT OF COLUMBIA","FORD, GERALD","REPUBLICAN",27873,168830
"53",1976,"DISTRICT OF COLUMBIA","OTHER","OTHER",1656,168830
"54",1976,"DISTRICT OF COLUMBIA","","OTHER",1195,168830
"55",1976,"DISTRICT OF COLUMBIA","","OTHER",288,168830
"56",1976,"FLORIDA","CARTER, JIMMY","DEMOCRAT",1636000,3150631
"57",1976,"FLORIDA","FORD, GERALD","REPUBLICAN",1469531,3150631
"58",1976,"FLORIDA","MCCARTHY, EUGENE """"GENE""""","OTHER",23643,3150631
"59",1976,"FLORIDA","ANDERSON, THOMAS J.","OTHER",21325,3150631
"60",1976,"FLORIDA","","OTHER",132,3150631
"61",1976,"GEORGIA","CARTER, JIMMY","DEMOCRAT",979409,1463152
"62",1976,"GEORGIA","FORD, GERALD","REPUBLICAN",483743,1463152
"63",1976,"HAWAII","CARTER, JIMMY","DEMOCRAT",147375,291301
"64",1976,"HAWAII","FORD, GERALD","REPUBLICAN",140003,291301
"65",1976,"HAWAII","MACBRIDE, ROGER","LIBERTARIAN",3923,291301
"66",1976,"IDAHO","FORD, GERALD","REPUBLICAN",204151,340932
"67",1976,"IDAHO","CARTER, JIMMY","DEMOCRAT",126549,340932
"68",1976,"IDAHO","MADDOX, LESTER","OTHER",5935,340932
"69",1976,"IDAHO","MACBRIDE, ROGER","LIBERTARIAN",3558,340932
"70",1976,"IDAHO","LAROUCHE, LYNDON, JR.","OTHER",739,340932
"71",1976,"ILLINOIS","FORD, GERALD","REPUBLICAN",2364269,4721282
"72",1976,"ILLINOIS","CARTER, JIMMY","DEMOCRAT",2271295,4721282
"73",1976,"ILLINOIS","MCCARTHY, EUGENE """"GENE""""","OTHER",55939,4721282
"74",1976,"ILLINOIS","HALL, GUS","OTHER",9250,4721282
"75",1976,"ILLINOIS","MACBRIDE, ROGER","LIBERTARIAN",8057,4721282
"76",1976,"ILLINOIS","","OTHER",4417,4721282
"77",1976,"ILLINOIS","CAMEJO, PETER","OTHER",3615,4721282
"78",1976,"ILLINOIS","JULIUS """"JULES"""", LEVIN","OTHER",2422,4721282
"79",1976,"ILLINOIS","LAROUCHE, LYNDON, JR.","OTHER",2018,4721282
"80",1976,"INDIANA","FORD, GERALD","REPUBLICAN",1183958,2220362
"81",1976,"INDIANA","CARTER, JIMMY","DEMOCRAT",1014714,2220362
"82",1976,"INDIANA","ANDERSON, THOMAS J.","OTHER",14048,2220362
"83",1976,"INDIANA","CAMEJO, PETER","OTHER",5695,2220362
"84",1976,"INDIANA","LAROUCHE, LYNDON, JR.","OTHER",1947,2220362
"85",1976,"IOWA","FORD, GERALD","REPUBLICAN",632864,1279303
"86",1976,"IOWA","CARTER, JIMMY","DEMOCRAT",619931,1279303
"87",1976,"IOWA","MCCARTHY, EUGENE """"GENE""""","OTHER",20057,1279303
"88",1976,"IOWA","ANDERSON, THOMAS J.","OTHER",3041,1279303
"89",1976,"IOWA","MACBRIDE, ROGER","LIBERTARIAN",1454,1279303
"90",1976,"IOWA","HALL, GUS","OTHER",551,1279303
"91",1976,"IOWA","SCATTERING","OTHER",509,1279303
"92",1976,"IOWA","CAMEJO, PETER","OTHER",262,1279303
"93",1976,"IOWA","LAROUCHE, LYNDON, JR.","OTHER",241,1279303
"94",1976,"IOWA","ZEIDLER, FRANK","OTHER",233,1279303
"95",1976,"IOWA","JULIUS """"JULES"""", LEVIN","OTHER",160,1279303
"96",1976,"KANSAS","FORD, GERALD","REPUBLICAN",502752,957845
"97",1976,"KANSAS","CARTER, JIMMY","DEMOCRAT",430421,957845
"98",1976,"KANSAS","MCCARTHY, EUGENE """"GENE""""","OTHER",13185,957845
"99",1976,"KANSAS","ANDERSON, THOMAS J.","OTHER",4724,957845
"100",1976,"KANSAS","MACBRIDE, ROGER","OTHER",3242,957845
"101",1976,"KANSAS","MADDOX, LESTER","OTHER",2118,957845
"102",1976,"KANSAS","BUBAR, BENJAMIN """"BEN""""","OTHER",1403,957845
"103",1976,"KENTUCKY","CARTER, JIMMY","DEMOCRAT",615717,1167142
"104",1976,"KENTUCKY","FORD, GERALD","REPUBLICAN",531852,1167142
"105",1976,"KENTUCKY","ANDERSON, THOMAS J.","OTHER",8308,1167142
"106",1976,"KENTUCKY","MCCARTHY, EUGENE """"GENE""""","OTHER",6837,1167142
"107",1976,"KENTUCKY","MADDOX, LESTER","OTHER",2328,1167142
"108",1976,"KENTUCKY","MACBRIDE, ROGER","LIBERTARIAN",814,1167142
"109",1976,"KENTUCKY","LAROUCHE, LYNDON, JR.","OTHER",510,1167142
"110",1976,"KENTUCKY","HALL, GUS","OTHER",426,1167142
"111",1976,"KENTUCKY","CAMEJO, PETER","OTHER",350,1167142
"112",1976,"LOUISIANA","CARTER, JIMMY","DEMOCRAT",661365,1277383
"113",1976,"LOUISIANA","FORD, GERALD","REPUBLICAN",587446,1277383
"114",1976,"LOUISIANA","MADDOX, LESTER","OTHER",10058,1277383
"115",1976,"LOUISIANA","HALL, GUS","OTHER",7417,1277383
"116",1976,"LOUISIANA","MCCARTHY, EUGENE """"GENE""""","OTHER",6490,1277383
"117",1976,"LOUISIANA","MACBRIDE, ROGER","LIBERTARIAN",3134,1277383
"118",1976,"LOUISIANA","CAMEJO, PETER","OTHER",1473,1277383
"119",1976,"MAINE","FORD, GERALD","REPUBLICAN",236320,482968
"120",1976,"MAINE","CARTER, JIMMY","DEMOCRAT",232279,482968
"121",1976,"MAINE","MCCARTHY, EUGENE """"GENE""""","OTHER",10874,482968
"122",1976,"MAINE","BUBAR, BENJAMIN """"BEN""""","OTHER",3495,482968
"123",1976,"MARYLAND","CARTER, JIMMY","DEMOCRAT",759612,1432273
"124",1976,"MARYLAND","FORD, GERALD","REPUBLICAN",672661,1432273
"125",1976,"MASSACHUSETTS","CARTER, JIMMY","DEMOCRAT",1429475,2547558
"126",1976,"MASSACHUSETTS","FORD, GERALD","REPUBLICAN",1030276,2547558
"127",1976,"MASSACHUSETTS","MCCARTHY, EUGENE """"GENE""""","OTHER",65637,2547558
"128",1976,"MASSACHUSETTS","CAMEJO, PETER","OTHER",8138,2547558
"129",1976,"MASSACHUSETTS","ANDERSON, THOMAS J.","OTHER",7555,2547558
"130",1976,"MASSACHUSETTS","LAROUCHE, LYNDON, JR.","OTHER",4922,2547558
"131",1976,"MASSACHUSETTS","SCATTERING","OTHER",1401,2547558
"132",1976,"MASSACHUSETTS","MACBRIDE, ROGER","LIBERTARIAN",135,2547558
"133",1976,"MASSACHUSETTS","JULIUS """"JULES"""", LEVIN","OTHER",19,2547558
"134",1976,"MICHIGAN","FORD, GERALD","REPUBLICAN",1893742,3651590
"135",1976,"MICHIGAN","CARTER, JIMMY","DEMOCRAT",1696714,3651590
"136",1976,"MICHIGAN","MCCARTHY, EUGENE """"GENE""""","OTHER",47905,3651590
"137",1976,"MICHIGAN","MACBRIDE, ROGER","LIBERTARIAN",5407,3651590
"138",1976,"MICHIGAN","WRIGHT, MARGARET","OTHER",3504,3651590
"139",1976,"MICHIGAN","CAMEJO, PETER","OTHER",1804,3651590
"140",1976,"MICHIGAN","LAROUCHE, LYNDON, JR.","OTHER",1366,3651590
"141",1976,"MICHIGAN","JULIUS """"JULES"""", LEVIN","OTHER",1148,3651590
"142",1976,"MINNESOTA","CARTER, JIMMY","DEMOCRAT",1070440,1949931
"143",1976,"MINNESOTA","FORD, GERALD","REPUBLICAN",819395,1949931
"144",1976,"MINNESOTA","MCCARTHY, EUGENE """"GENE""""","OTHER",35490,1949931
"145",1976,"MINNESOTA","ANDERSON, THOMAS J.","OTHER",13592,1949931
"146",1976,"MINNESOTA","CAMEJO, PETER","OTHER",4149,1949931
"147",1976,"MINNESOTA","MACBRIDE, ROGER","LIBERTARIAN",3529,1949931
"148",1976,"MINNESOTA","HALL, GUS","OTHER",1092,1949931
"149",1976,"MINNESOTA","WRIGHT, MARGARET","OTHER",635,1949931
"150",1976,"MINNESOTA","LAROUCHE, LYNDON, JR.","OTHER",543,1949931
"151",1976,"MINNESOTA","JULIUS """"JULES"""", LEVIN","OTHER",370,1949931
"152",1976,"MINNESOTA","ZEIDLER, FRANK","OTHER",354,1949931
"153",1976,"MINNESOTA","","OTHER",342,1949931
"154",1976,"MISSISSIPPI","CARTER, JIMMY","DEMOCRAT",381329,768390
"155",1976,"MISSISSIPPI","FORD, GERALD","REPUBLICAN",366846,768390
"156",1976,"MISSISSIPPI","ANDERSON, THOMAS J.","OTHER",6678,768390
"157",1976,"MISSISSIPPI","MCCARTHY, EUGENE """"GENE""""","OTHER",4074,768390
"158",1976,"MISSISSIPPI","MADDOX, LESTER","OTHER",4049,768390
"159",1976,"MISSISSIPPI","CAMEJO, PETER","OTHER",2805,768390
"160",1976,"MISSISSIPPI","MACBRIDE, ROGER","LIBERTARIAN",2609,768390
"161",1976,"MISSOURI","CARTER, JIMMY","DEMOCRAT",998387,1953600
"162",1976,"MISSOURI","FORD, GERALD","REPUBLICAN",927443,1953600
"163",1976,"MISSOURI","MCCARTHY, EUGENE """"GENE""""","OTHER",24029,1953600
"164",1976,"MISSOURI","OTHER","OTHER",3741,1953600
"165",1976,"MONTANA","FORD, GERALD","REPUBLICAN",173703,328734
"166",1976,"MONTANA","CARTER, JIMMY","DEMOCRAT",149259,328734
"167",1976,"MONTANA","ANDERSON, THOMAS J.","OTHER",5772,328734
"168",1976,"NEBRASKA","FORD, GERALD","REPUBLICAN",359219,606749
"169",1976,"NEBRASKA","CARTER, JIMMY","DEMOCRAT",233293,606749
"170",1976,"NEBRASKA","MCCARTHY, EUGENE """"GENE""""","OTHER",9383,606749
"171",1976,"NEBRASKA","MADDOX, LESTER","OTHER",3378,606749
"172",1976,"NEBRASKA","MACBRIDE, ROGER","LIBERTARIAN",1476,606749
"173",1976,"NEVADA","FORD, GERALD","REPUBLICAN",101273,201876
"174",1976,"NEVADA","CARTER, JIMMY","DEMOCRAT",92479,201876
"175",1976,"NEVADA","OTHER","OTHER",5108,201876
"176",1976,"NEVADA","MACBRIDE, ROGER","LIBERTARIAN",1519,201876
"177",1976,"NEVADA","MADDOX, LESTER","OTHER",1497,201876
"178",1976,"NEW HAMPSHIRE","FORD, GERALD","REPUBLICAN",185935,339627
"179",1976,"NEW HAMPSHIRE","CARTER, JIMMY","DEMOCRAT",147645,339627
"180",1976,"NEW HAMPSHIRE","MCCARTHY, EUGENE """"GENE""""","OTHER",4095,339627
"181",1976,"NEW HAMPSHIRE","MACBRIDE, ROGER","LIBERTARIAN",936,339627
"182",1976,"NEW HAMPSHIRE","SCATTERING","OTHER",603,339627
"183",1976,"NEW HAMPSHIRE","LAROUCHE, LYNDON, JR.","OTHER",186,339627
"184",1976,"NEW HAMPSHIRE","CAMEJO, PETER","OTHER",161,339627
"185",1976,"NEW HAMPSHIRE","JULIUS """"JULES"""", LEVIN","OTHER",66,339627
"186",1976,"NEW JERSEY","FORD, GERALD","REPUBLICAN",1509688,3014472
"187",1976,"NEW JERSEY","CARTER, JIMMY","DEMOCRAT",1444653,3014472
"188",1976,"NEW JERSEY","MCCARTHY, EUGENE """"GENE""""","OTHER",32717,3014472
"189",1976,"NEW JERSEY","MACBRIDE, ROGER","LIBERTARIAN",9449,3014472
"190",1976,"NEW JERSEY","MADDOX, LESTER","OTHER",7716,3014472
"191",1976,"NEW JERSEY","JULIUS """"JULES"""", LEVIN","OTHER",3686,3014472
"192",1976,"NEW JERSEY","HALL, GUS","OTHER",1662,3014472
"193",1976,"NEW JERSEY","LAROUCHE, LYNDON, JR.","OTHER",1650,3014472
"194",1976,"NEW JERSEY","CAMEJO, PETER","OTHER",1184,3014472
"195",1976,"NEW JERSEY","WRIGHT, MARGARET","OTHER",1044,3014472
"196",1976,"NEW JERSEY","BUBAR, BENJAMIN """"BEN""""","OTHER",554,3014472
"197",1976,"NEW JERSEY","ZEIDLER, FRANK","OTHER",469,3014472
"198",1976,"NEW MEXICO","FORD, GERALD","REPUBLICAN",211419,416590
"199",1976,"NEW MEXICO","CARTER, JIMMY","DEMOCRAT",201148,416590
"200",1976,"NEW MEXICO","CAMEJO, PETER","OTHER",2462,416590
"201",1976,"NEW MEXICO","MACBRIDE, ROGER","LIBERTARIAN",1110,416590
"202",1976,"NEW MEXICO","ZEIDLER, FRANK","OTHER",240,416590
"203",1976,"NEW MEXICO","BUBAR, BENJAMIN """"BEN""""","OTHER",211,416590
"204",1976,"NEW YORK","CARTER, JIMMY","DEMOCRAT",3244165,6668262
"205",1976,"NEW YORK","FORD, GERALD","REPUBLICAN",2825913,6668262
"206",1976,"NEW YORK","FORD, GERALD","OTHER",274878,6668262
"207",1976,"NEW YORK","CARTER, JIMMY","OTHER",145393,6668262
"208",1976,"NEW YORK","OTHER","OTHER",143037,6668262
"209",1976,"NEW YORK","MACBRIDE, ROGER","OTHER",12197,6668262
"210",1976,"NEW YORK","HALL, GUS","OTHER",10270,6668262
"211",1976,"NEW YORK","CAMEJO, PETER","OTHER",6996,6668262
"212",1976,"NEW YORK","LAROUCHE, LYNDON, JR.","OTHER",5413,6668262
"213",1976,"NORTH CAROLINA","CARTER, JIMMY","DEMOCRAT",927365,1677906
"214",1976,"NORTH CAROLINA","FORD, GERALD","REPUBLICAN",741960,1677906
"215",1976,"NORTH CAROLINA","ANDERSON, THOMAS J.","OTHER",5607,1677906
"216",1976,"NORTH CAROLINA","MACBRIDE, ROGER","LIBERTARIAN",2219,1677906
"217",1976,"NORTH CAROLINA","LAROUCHE, LYNDON, JR.","OTHER",755,1677906
"218",1976,"NORTH DAKOTA","FORD, GERALD","REPUBLICAN",153684,297308
"219",1976,"NORTH DAKOTA","CARTER, JIMMY","DEMOCRAT",136078,297308
"220",1976,"NORTH DAKOTA","ANDERSON, THOMAS J.","OTHER",3698,297308
"221",1976,"NORTH DAKOTA","MCCARTHY, EUGENE """"GENE""""","OTHER",2952,297308
"222",1976,"NORTH DAKOTA","MADDOX, LESTER","OTHER",269,297308
"223",1976,"NORTH DAKOTA","MACBRIDE, ROGER","LIBERTARIAN",256,297308
"224",1976,"NORTH DAKOTA","LAROUCHE, LYNDON, JR.","OTHER",142,297308
"225",1976,"NORTH DAKOTA","HALL, GUS","OTHER",85,297308
"226",1976,"NORTH DAKOTA","BUBAR, BENJAMIN """"BEN""""","OTHER",63,297308
"227",1976,"NORTH DAKOTA","CAMEJO, PETER","OTHER",43,297308
"228",1976,"NORTH DAKOTA","ZEIDLER, FRANK","OTHER",38,297308
"229",1976,"OHIO","CARTER, JIMMY","DEMOCRAT",2009959,4110456
"230",1976,"OHIO","FORD, GERALD","REPUBLICAN",2000626,4110456
"231",1976,"OHIO","MCCARTHY, EUGENE """"GENE""""","OTHER",58267,4110456
"232",1976,"OHIO","MADDOX, LESTER","OTHER",15508,4110456
"233",1976,"OHIO","MACBRIDE, ROGER","LIBERTARIAN",8952,4110456
"234",1976,"OHIO","HALL, GUS","OTHER",7817,4110456
"235",1976,"OHIO","CAMEJO, PETER","OTHER",4833,4110456
"236",1976,"OHIO","LAROUCHE, LYNDON, JR.","OTHER",4364,4110456
"237",1976,"OHIO","JULIUS """"JULES"""", LEVIN","OTHER",68,4110456
"238",1976,"OHIO","BUBAR, BENJAMIN """"BEN""""","OTHER",62,4110456
"239",1976,"OKLAHOMA","FORD, GERALD","REPUBLICAN",545708,1092251
"240",1976,"OKLAHOMA","CARTER, JIMMY","DEMOCRAT",532442,1092251
"241",1976,"OKLAHOMA","MCCARTHY, EUGENE """"GENE""""","OTHER",14101,1092251
"242",1976,"OREGON","FORD, GERALD","REPUBLICAN",492120,1029876
"243",1976,"OREGON","CARTER, JIMMY","DEMOCRAT",490407,1029876
"244",1976,"OREGON","MCCARTHY, EUGENE """"GENE""""","OTHER",40207,1029876
"245",1976,"OREGON","","OTHER",6107,1029876
"246",1976,"OREGON","ANDERSON, THOMAS J.","OTHER",1035,1029876
"247",1976,"PENNSYLVANIA","CARTER, JIMMY","DEMOCRAT",2328677,4620787
"248",1976,"PENNSYLVANIA","FORD, GERALD","REPUBLICAN",2205604,4620787
"249",1976,"PENNSYLVANIA","MCCARTHY, EUGENE """"GENE""""","OTHER",50584,4620787
"250",1976,"PENNSYLVANIA","MADDOX, LESTER","OTHER",25344,4620787
"251",1976,"PENNSYLVANIA","CAMEJO, PETER","OTHER",3009,4620787
"252",1976,"PENNSYLVANIA","OTHER","OTHER",2934,4620787
"253",1976,"PENNSYLVANIA","LAROUCHE, LYNDON, JR.","OTHER",2744,4620787
"254",1976,"PENNSYLVANIA","HALL, GUS","OTHER",1891,4620787
"255",1976,"RHODE ISLAND","CARTER, JIMMY","DEMOCRAT",227636,410584
"256",1976,"RHODE ISLAND","FORD, GERALD","REPUBLICAN",181249,410584
"257",1976,"RHODE ISLAND","MACBRIDE, ROGER","LIBERTARIAN",715,410584
"258",1976,"RHODE ISLAND","CAMEJO, PETER","OTHER",462,410584
"259",1976,"RHODE ISLAND","HALL, GUS","OTHER",334,410584
"260",1976,"RHODE ISLAND","JULIUS """"JULES"""", LEVIN","OTHER",188,410584
"261",1976,"SOUTH CAROLINA","CARTER, JIMMY","DEMOCRAT",450807,802583
"262",1976,"SOUTH CAROLINA","FORD, GERALD","REPUBLICAN",346149,802583
"263",1976,"SOUTH CAROLINA","ANDERSON, THOMAS J.","OTHER",2996,802583
"264",1976,"SOUTH CAROLINA","MADDOX, LESTER","OTHER",1950,802583
"265",1976,"SOUTH CAROLINA","","OTHER",681,802583
"266",1976,"SOUTH DAKOTA","FORD, GERALD","REPUBLICAN",151505,300678
"267",1976,"SOUTH DAKOTA","CARTER, JIMMY","DEMOCRAT",147068,300678
"268",1976,"SOUTH DAKOTA","MACBRIDE, ROGER","LIBERTARIAN",1619,300678
"269",1976,"SOUTH DAKOTA","HALL, GUS","OTHER",318,300678
"270",1976,"SOUTH DAKOTA","CAMEJO, PETER","OTHER",168,300678
"271",1976,"TENNESSEE","CARTER, JIMMY","DEMOCRAT",825879,1476346
"272",1976,"TENNESSEE","FORD, GERALD","REPUBLICAN",633969,1476346
"273",1976,"TENNESSEE","ANDERSON, THOMAS J.","OTHER",5769,1476346
"274",1976,"TENNESSEE","MCCARTHY, EUGENE """"GENE""""","OTHER",5004,1476346
"275",1976,"TENNESSEE","MADDOX, LESTER","OTHER",2303,1476346
"276",1976,"TENNESSEE","MACBRIDE, ROGER","OTHER",1375,1476346
"277",1976,"TENNESSEE","HALL, GUS","OTHER",547,1476346
"278",1976,"TENNESSEE","LAROUCHE, LYNDON, JR.","OTHER",512,1476346
"279",1976,"TENNESSEE","BUBAR, BENJAMIN """"BEN""""","OTHER",442,1476346
"280",1976,"TENNESSEE","","OTHER",316,1476346
"281",1976,"TENNESSEE","","OTHER",230,1476346
"282",1976,"TEXAS","CARTER, JIMMY","DEMOCRAT",2082319,4071884
"283",1976,"TEXAS","FORD, GERALD","REPUBLICAN",1953300,4071884
"284",1976,"TEXAS","MCCARTHY, EUGENE """"GENE""""","OTHER",20118,4071884
"285",1976,"TEXAS","ANDERSON, THOMAS J.","OTHER",11442,4071884
"286",1976,"TEXAS","","OTHER",2982,4071884
"287",1976,"TEXAS","CAMEJO, PETER","OTHER",1723,4071884
"288",1976,"UTAH","FORD, GERALD","REPUBLICAN",337908,541218
"289",1976,"UTAH","CARTER, JIMMY","DEMOCRAT",182110,541218
"290",1976,"UTAH","ANDERSON, THOMAS J.","OTHER",13304,541218
"291",1976,"UTAH","MCCARTHY, EUGENE """"GENE""""","OTHER",3907,541218
"292",1976,"UTAH","MACBRIDE, ROGER","OTHER",2438,541218
"293",1976,"UTAH","MADDOX, LESTER","OTHER",1162,541218
"294",1976,"UTAH","CAMEJO, PETER","OTHER",268,541218
"295",1976,"UTAH","HALL, GUS","OTHER",121,541218
"296",1976,"VERMONT","FORD, GERALD","REPUBLICAN",100387,183902
"297",1976,"VERMONT","CARTER, JIMMY","DEMOCRAT",77798,183902
"298",1976,"VERMONT","MCCARTHY, EUGENE """"GENE""""","OTHER",4001,183902
"299",1976,"VERMONT","OTHER","OTHER",1090,183902
"300",1976,"VERMONT","CAMEJO, PETER","OTHER",430,183902
"301",1976,"VERMONT","LAROUCHE, LYNDON, JR.","OTHER",196,183902
"302",1976,"VIRGINIA","FORD, GERALD","REPUBLICAN",836554,1697094
"303",1976,"VIRGINIA","CARTER, JIMMY","DEMOCRAT",813896,1697094
"304",1976,"VIRGINIA","CAMEJO, PETER","OTHER",17802,1697094
"305",1976,"VIRGINIA","ANDERSON, THOMAS J.","OTHER",16686,1697094
"306",1976,"VIRGINIA","LAROUCHE, LYNDON, JR.","OTHER",7508,1697094
"307",1976,"VIRGINIA","MACBRIDE, ROGER","LIBERTARIAN",4648,1697094
"308",1976,"WASHINGTON","FORD, GERALD","REPUBLICAN",777732,1555534
"309",1976,"WASHINGTON","CARTER, JIMMY","DEMOCRAT",717323,1555534
"310",1976,"WASHINGTON","MCCARTHY, EUGENE """"GENE""""","OTHER",36986,1555534
"311",1976,"WASHINGTON","MADDOX, LESTER","OTHER",8585,1555534
"312",1976,"WASHINGTON","OTHER","OTHER",5482,1555534
"313",1976,"WASHINGTON","MACBRIDE, ROGER","LIBERTARIAN",5042,1555534
"314",1976,"WASHINGTON","ANDERSON, THOMAS J.","OTHER",1046,1555534
"315",1976,"WASHINGTON","CAMEJO, PETER","OTHER",905,1555534
"316",1976,"WASHINGTON","LAROUCHE, LYNDON, JR.","OTHER",903,1555534
"317",1976,"WASHINGTON","HALL, GUS","OTHER",817,1555534
"318",1976,"WASHINGTON","JULIUS """"JULES"""", LEVIN","OTHER",713,1555534
"319",1976,"WEST VIRGINIA","CARTER, JIMMY","DEMOCRAT",435864,750590
"320",1976,"WEST VIRGINIA","FORD, GERALD","REPUBLICAN",314726,750590
"321",1976,"WISCONSIN","CARTER, JIMMY","DEMOCRAT",1040232,2101336
"322",1976,"WISCONSIN","FORD, GERALD","REPUBLICAN",1004987,2101336
"323",1976,"WISCONSIN","MCCARTHY, EUGENE """"GENE""""","OTHER",34943,2101336
"324",1976,"WISCONSIN","MADDOX, LESTER","OTHER",8552,2101336
"325",1976,"WISCONSIN","ZEIDLER, FRANK","OTHER",4298,2101336
"326",1976,"WISCONSIN","MACBRIDE, ROGER","LIBERTARIAN",3814,2101336
"327",1976,"WISCONSIN","OTHER","OTHER",2430,2101336
"328",1976,"WISCONSIN","CAMEJO, PETER","OTHER",1691,2101336
"329",1976,"WISCONSIN","JULIUS """"JULES"""", LEVIN","OTHER",389,2101336
"330",1976,"WYOMING","FORD, GERALD","REPUBLICAN",92717,156343
"331",1976,"WYOMING","CARTER, JIMMY","DEMOCRAT",62239,156343
"332",1976,"WYOMING","","OTHER",1387,156343
"333",1980,"ALABAMA","REAGAN, RONALD","REPUBLICAN",654192,1341929
"334",1980,"ALABAMA","CARTER, JIMMY","DEMOCRAT",636730,1341929
"335",1980,"ALABAMA","ANDERSON, JOHN B.","OTHER",16481,1341929
"336",1980,"ALABAMA","RARICK, JOHN","OTHER",15010,1341929
"337",1980,"ALABAMA","CLARK, EDWARD """"ED""""","LIBERTARIAN",13318,1341929
"338",1980,"ALABAMA","BUBAR, BENJAMIN """"BEN""""","OTHER",1743,1341929
"339",1980,"ALABAMA","HALL, GUS","OTHER",1629,1341929
"340",1980,"ALABAMA","DEBERRY, CLIFTON","OTHER",1303,1341929
"341",1980,"ALABAMA","MCREYNOLDS, DAVID","OTHER",1006,1341929
"342",1980,"ALABAMA","COMMONER, BARRY","OTHER",517,1341929
"343",1980,"ALASKA","REAGAN, RONALD","REPUBLICAN",86112,158445
"344",1980,"ALASKA","CARTER, JIMMY","DEMOCRAT",41842,158445
"345",1980,"ALASKA","CLARK, EDWARD """"ED""""","LIBERTARIAN",18479,158445
"346",1980,"ALASKA","ANDERSON, JOHN B.","OTHER",11155,158445
