"","year","state","candidate","party_simplified","candidatevotes","totalvotes"
"2026",1996,"WASHINGTON","HARRIS, JAMES","OTHER",738,2253837
"2027",1996,"WEST VIRGINIA","CLINTON, BILL","DEMOCRAT",327812,636459
"2028",1996,"WEST VIRGINIA","DOLE, ROBERT","REPUBLICAN",233946,636459
"2029",1996,"WEST VIRGINIA","PEROT, ROSS","OTHER",71639,636459
"2030",1996,"WEST VIRGINIA","BROWNE, HARRY","LIBERTARIAN",3062,636459
"2031",1996,"WISCONSIN","CLINTON, BILL","DEMOCRAT",1071971,2196169
"2032",1996,"WISCONSIN","DOLE, ROBERT","REPUBLICAN",845029,2196169
"2033",1996,"WISCONSIN","PEROT, ROSS","OTHER",227339,2196169
"2034",1996,"WISCONSIN","","OTHER",32766,2196169
"2035",1996,"WISCONSIN","PHILLIPS, HOWARD","OTHER",8811,2196169
"2036",1996,"WISCONSIN","BROWNE, HARRY","LIBERTARIAN",7929,2196169
"2037",1996,"WISCONSIN","SCATTERING","OTHER",2324,2196169
"2038",1996,"WYOMING","DOLE, ROBERT","REPUBLICAN",105388,211571
"2039",1996,"WYOMING","CLINTON, BILL","DEMOCRAT",77934,211571
"2040",1996,"WYOMING","PEROT, ROSS","OTHER",25928,211571
"2041",1996,"WYOMING","BROWNE, HARRY","LIBERTARIAN",1739,211571
"2042",1996,"WYOMING","HAGELIN, JOHN","OTHER",582,211571
"2043",2000,"ALABAMA","BUSH, GEORGE W.","REPUBLICAN",941173,1666272
"2044",2000,"ALABAMA","GORE, AL","DEMOCRAT",692611,1666272
"2045",2000,"ALABAMA","","OTHER",25896,1666272
"2046",2000,"ALABAMA","BROWNE, HARRY","LIBERTARIAN",5893,1666272
"2047",2000,"ALABAMA","","OTHER",699,1666272
"2048",2000,"ALASKA","BUSH, GEORGE W.","REPUBLICAN",167398,285560
"2049",2000,"ALASKA","GORE, AL","DEMOCRAT",79004,285560
"2050",2000,"ALASKA","NADER, RALPH","OTHER",28747,285560
"2051",2000,"ALASKA","BUCHANAN, PATRICK """"PAT""""","OTHER",5192,285560
"2052",2000,"ALASKA","BROWNE, HARRY","LIBERTARIAN",2636,285560
"2053",2000,"ALASKA","","OTHER",1068,285560
"2054",2000,"ALASKA","HAGELIN, JOHN","OTHER",919,285560
"2055",2000,"ALASKA","PHILLIPS, HOWARD","OTHER",596,285560
"2056",2000,"ARIZONA","BUSH, GEORGE W.","REPUBLICAN",781652,1532016
"2057",2000,"ARIZONA","GORE, AL","DEMOCRAT",685341,1532016
"2058",2000,"ARIZONA","NADER, RALPH","OTHER",45645,1532016
"2059",2000,"ARIZONA","BUCHANAN, PATRICK """"PAT""""","OTHER",12373,1532016
"2060",2000,"ARIZONA","L. NEIL, SMITH","LIBERTARIAN",5775,1532016
"2061",2000,"ARIZONA","HAGELIN, JOHN","OTHER",1120,1532016
"2062",2000,"ARIZONA","","OTHER",110,1532016
"2063",2000,"ARKANSAS","BUSH, GEORGE W.","REPUBLICAN",472940,921781
"2064",2000,"ARKANSAS","GORE, AL","DEMOCRAT",422768,921781
"2065",2000,"ARKANSAS","NADER, RALPH","OTHER",13421,921781
"2066",2000,"ARKANSAS","BUCHANAN, PATRICK """"PAT""""","OTHER",7358,921781
"2067",2000,"ARKANSAS","BROWNE, HARRY","LIBERTARIAN",2781,921781
"2068",2000,"ARKANSAS","PHILLIPS, HOWARD","OTHER",1415,921781
"2069",2000,"ARKANSAS","HAGELIN, JOHN","OTHER",1098,921781
"2070",2000,"CALIFORNIA","GORE, AL","DEMOCRAT",5861203,10965822
"2071",2000,"CALIFORNIA","BUSH, GEORGE W.","REPUBLICAN",4567429,10965822
"2072",2000,"CALIFORNIA","NADER, RALPH","OTHER",418707,10965822
"2073",2000,"CALIFORNIA","BROWNE, HARRY","LIBERTARIAN",45520,10965822
"2074",2000,"CALIFORNIA","BUCHANAN, PATRICK """"PAT""""","OTHER",44987,10965822
"2075",2000,"CALIFORNIA","PHILLIPS, HOWARD","OTHER",17042,10965822
"2076",2000,"CALIFORNIA","HAGELIN, JOHN","OTHER",10934,10965822
"2077",2000,"COLORADO","BUSH, GEORGE W.","REPUBLICAN",883748,1741368
"2078",2000,"COLORADO","GORE, AL","DEMOCRAT",738227,1741368
"2079",2000,"COLORADO","NADER, RALPH","OTHER",91434,1741368
"2080",2000,"COLORADO","BROWNE, HARRY","LIBERTARIAN",12799,1741368
"2081",2000,"COLORADO","HAGELIN, JOHN","OTHER",10465,1741368
"2082",2000,"COLORADO","HAGELIN, JOHN","OTHER",2240,1741368
"2083",2000,"COLORADO","PHILLIPS, HOWARD","OTHER",1319,1741368
"2084",2000,"COLORADO","MCREYNOLDS, DAVID","OTHER",712,1741368
"2085",2000,"COLORADO","HARRIS, JAMES","OTHER",216,1741368
"2086",2000,"COLORADO","DODGE, EARL","OTHER",208,1741368
"2087",2000,"CONNECTICUT","GORE, AL","DEMOCRAT",816015,1459525
"2088",2000,"CONNECTICUT","BUSH, GEORGE W.","REPUBLICAN",561094,1459525
"2089",2000,"CONNECTICUT","NADER, RALPH","OTHER",64452,1459525
"2090",2000,"CONNECTICUT","PHILLIPS, HOWARD","OTHER",9695,1459525
"2091",2000,"CONNECTICUT","BUCHANAN, PATRICK """"PAT""""","OTHER",4731,1459525
"2092",2000,"CONNECTICUT","BROWNE, HARRY","LIBERTARIAN",3484,1459525
"2093",2000,"CONNECTICUT","","OTHER",54,1459525
"2094",2000,"DELAWARE","GORE, AL","DEMOCRAT",180068,327529
"2095",2000,"DELAWARE","BUSH, GEORGE W.","REPUBLICAN",137288,327529
"2096",2000,"DELAWARE","NADER, RALPH","OTHER",8307,327529
"2097",2000,"DELAWARE","BUCHANAN, PATRICK """"PAT""""","OTHER",777,327529
"2098",2000,"DELAWARE","BROWNE, HARRY","LIBERTARIAN",774,327529
"2099",2000,"DELAWARE","PHILLIPS, HOWARD","OTHER",208,327529
"2100",2000,"DELAWARE","HAGELIN, JOHN","OTHER",107,327529
"2101",2000,"DISTRICT OF COLUMBIA","GORE, AL","DEMOCRAT",171923,201894
"2102",2000,"DISTRICT OF COLUMBIA","BUSH, GEORGE W.","REPUBLICAN",18073,201894
"2103",2000,"DISTRICT OF COLUMBIA","NADER, RALPH","OTHER",10576,201894
"2104",2000,"DISTRICT OF COLUMBIA","BROWNE, HARRY","LIBERTARIAN",669,201894
"2105",2000,"DISTRICT OF COLUMBIA","","OTHER",539,201894
"2106",2000,"DISTRICT OF COLUMBIA","HARRIS, JAMES","OTHER",114,201894
"2107",2000,"FLORIDA","BUSH, GEORGE W.","REPUBLICAN",2912790,5963110
"2108",2000,"FLORIDA","GORE, AL","DEMOCRAT",2912253,5963110
"2109",2000,"FLORIDA","NADER, RALPH","OTHER",97488,5963110
"2110",2000,"FLORIDA","BUCHANAN, PATRICK """"PAT""""","OTHER",17484,5963110
"2111",2000,"FLORIDA","BROWNE, HARRY","LIBERTARIAN",16415,5963110
"2112",2000,"FLORIDA","HAGELIN, JOHN","OTHER",2281,5963110
"2113",2000,"FLORIDA","MOOREHEAD, MONICA","OTHER",1804,5963110
"2114",2000,"FLORIDA","PHILLIPS, HOWARD","OTHER",1371,5963110
"2115",2000,"FLORIDA","MCREYNOLDS, DAVID","OTHER",622,5963110
"2116",2000,"FLORIDA","HARRIS, JAMES","OTHER",562,5963110
"2117",2000,"FLORIDA","","OTHER",40,5963110
"2118",2000,"GEORGIA","BUSH, GEORGE W.","REPUBLICAN",1419720,2583208
"2119",2000,"GEORGIA","GORE, AL","DEMOCRAT",1116230,2583208
"2120",2000,"GEORGIA","BROWNE, HARRY","LIBERTARIAN",36332,2583208
"2121",2000,"GEORGIA","BUCHANAN, PATRICK """"PAT""""","OTHER",10926,2583208
"2122",2000,"HAWAII","GORE, AL","DEMOCRAT",205286,367951
"2123",2000,"HAWAII","BUSH, GEORGE W.","REPUBLICAN",137845,367951
"2124",2000,"HAWAII","NADER, RALPH","OTHER",21623,367951
"2125",2000,"HAWAII","BROWNE, HARRY","LIBERTARIAN",1477,367951
"2126",2000,"HAWAII","BUCHANAN, PATRICK """"PAT""""","OTHER",1071,367951
"2127",2000,"HAWAII","PHILLIPS, HOWARD","OTHER",343,367951
"2128",2000,"HAWAII","HAGELIN, JOHN","OTHER",306,367951
"2129",2000,"IDAHO","BUSH, GEORGE W.","REPUBLICAN",336937,501615
"2130",2000,"IDAHO","GORE, AL","DEMOCRAT",138637,501615
"2131",2000,"IDAHO","NADER, RALPH","OTHER",12292,501615
"2132",2000,"IDAHO","BUCHANAN, PATRICK """"PAT""""","OTHER",7615,501615
"2133",2000,"IDAHO","BROWNE, HARRY","LIBERTARIAN",3488,501615
"2134",2000,"IDAHO","PHILLIPS, HOWARD","OTHER",1469,501615
"2135",2000,"IDAHO","HAGELIN, JOHN","OTHER",1177,501615
"2136",2000,"ILLINOIS","GORE, AL","DEMOCRAT",2589026,4742108
"2137",2000,"ILLINOIS","BUSH, GEORGE W.","REPUBLICAN",2019421,4742108
"2138",2000,"ILLINOIS","NADER, RALPH","OTHER",103759,4742108
"2139",2000,"ILLINOIS","","OTHER",16106,4742108
"2140",2000,"ILLINOIS","BROWNE, HARRY","LIBERTARIAN",11623,4742108
"2141",2000,"ILLINOIS","BUCHANAN, PATRICK """"PAT""""","OTHER",2127,4742108
"2142",2000,"ILLINOIS","","OTHER",46,4742108
"2143",2000,"INDIANA","BUSH, GEORGE W.","REPUBLICAN",1245836,2199302
"2144",2000,"INDIANA","GORE, AL","DEMOCRAT",901980,2199302
"2145",2000,"INDIANA","","OTHER",18997,2199302
"2146",2000,"INDIANA","BUCHANAN, PATRICK """"PAT""""","OTHER",16959,2199302
"2147",2000,"INDIANA","BROWNE, HARRY","LIBERTARIAN",15530,2199302
"2148",2000,"IOWA","GORE, AL","DEMOCRAT",638517,1353022
"2149",2000,"IOWA","BUSH, GEORGE W.","REPUBLICAN",634373,1353022
"2150",2000,"IOWA","","OTHER",37459,1353022
"2151",2000,"IOWA","NADER, RALPH","OTHER",29374,1353022
"2152",2000,"IOWA","BUCHANAN, PATRICK """"PAT""""","OTHER",5731,1353022
"2153",2000,"IOWA","BROWNE, HARRY","LIBERTARIAN",3209,1353022
"2154",2000,"IOWA","HAGELIN, JOHN","OTHER",2281,1353022
"2155",2000,"IOWA","SCATTERING","OTHER",1168,1353022
"2156",2000,"IOWA","PHILLIPS, HOWARD","OTHER",613,1353022
"2157",2000,"IOWA","HARRIS, JAMES","OTHER",190,1353022
"2158",2000,"IOWA","MCREYNOLDS, DAVID","OTHER",107,1353022
"2159",2000,"KANSAS","BUSH, GEORGE W.","REPUBLICAN",622332,1072216
"2160",2000,"KANSAS","GORE, AL","DEMOCRAT",399276,1072216
"2161",2000,"KANSAS","","OTHER",37459,1072216
"2162",2000,"KANSAS","BUCHANAN, PATRICK """"PAT""""","OTHER",7370,1072216
"2163",2000,"KANSAS","BROWNE, HARRY","LIBERTARIAN",4525,1072216
"2164",2000,"KANSAS","PHILLIPS, HOWARD","OTHER",1254,1072216
"2165",2000,"KENTUCKY","BUSH, GEORGE W.","REPUBLICAN",872520,1544106
"2166",2000,"KENTUCKY","GORE, AL","DEMOCRAT",638923,1544106
"2167",2000,"KENTUCKY","NADER, RALPH","OTHER",23118,1544106
"2168",2000,"KENTUCKY","BUCHANAN, PATRICK """"PAT""""","OTHER",4152,1544106
"2169",2000,"KENTUCKY","BROWNE, HARRY","LIBERTARIAN",2885,1544106
"2170",2000,"KENTUCKY","HAGELIN, JOHN","OTHER",1513,1544106
"2171",2000,"KENTUCKY","","OTHER",915,1544106
"2172",2000,"KENTUCKY","","OTHER",80,1544106
"2173",2000,"LOUISIANA","BUSH, GEORGE W.","REPUBLICAN",927871,1765656
"2174",2000,"LOUISIANA","GORE, AL","DEMOCRAT",792344,1765656
"2175",2000,"LOUISIANA","NADER, RALPH","OTHER",20473,1765656
"2176",2000,"LOUISIANA","BUCHANAN, PATRICK """"PAT""""","OTHER",14356,1765656
"2177",2000,"LOUISIANA","PHILLIPS, HOWARD","OTHER",5483,1765656
"2178",2000,"LOUISIANA","BROWNE, HARRY","LIBERTARIAN",2951,1765656
"2179",2000,"LOUISIANA","HARRIS, JAMES","OTHER",1103,1765656
"2180",2000,"LOUISIANA","HAGELIN, JOHN","OTHER",1075,1765656
"2181",2000,"MAINE","GORE, AL","DEMOCRAT",319951,651817
"2182",2000,"MAINE","BUSH, GEORGE W.","REPUBLICAN",286616,651817
"2183",2000,"MAINE","NADER, RALPH","OTHER",37127,651817
"2184",2000,"MAINE","BUCHANAN, PATRICK """"PAT""""","OTHER",4443,651817
"2185",2000,"MAINE","BROWNE, HARRY","LIBERTARIAN",3074,651817
"2186",2000,"MAINE","PHILLIPS, HOWARD","OTHER",579,651817
"2187",2000,"MAINE","OTHER","OTHER",27,651817
"2188",2000,"MARYLAND","GORE, AL","DEMOCRAT",1144008,2025212
"2189",2000,"MARYLAND","BUSH, GEORGE W.","REPUBLICAN",813827,2025212
"2190",2000,"MARYLAND","NADER, RALPH","OTHER",53768,2025212
"2191",2000,"MARYLAND","BROWNE, HARRY","LIBERTARIAN",5310,2025212
"2192",2000,"MARYLAND","BUCHANAN, PATRICK """"PAT""""","OTHER",4248,2025212
"2193",2000,"MARYLAND","","OTHER",1656,2025212
"2194",2000,"MARYLAND","OTHER","OTHER",1477,2025212
"2195",2000,"MARYLAND","PHILLIPS, HOWARD","OTHER",918,2025212
"2196",2000,"MASSACHUSETTS","GORE, AL","DEMOCRAT",1616487,2733964
"2197",2000,"MASSACHUSETTS","BUSH, GEORGE W.","REPUBLICAN",878502,2733964
"2198",2000,"MASSACHUSETTS","NADER, RALPH","OTHER",173564,2733964
"2199",2000,"MASSACHUSETTS","BLANK VOTE/SCATTERING","OTHER",31022,2733964
"2200",2000,"MASSACHUSETTS","BROWNE, HARRY","LIBERTARIAN",16366,2733964
"2201",2000,"MASSACHUSETTS","BUCHANAN, PATRICK """"PAT""""","OTHER",11149,2733964
"2202",2000,"MASSACHUSETTS","OTHER","OTHER",3990,2733964
"2203",2000,"MASSACHUSETTS","HAGELIN, JOHN","OTHER",2884,2733964
"2204",2000,"MICHIGAN","GORE, AL","DEMOCRAT",2170418,4232501
"2205",2000,"MICHIGAN","BUSH, GEORGE W.","REPUBLICAN",1953139,4232501
"2206",2000,"MICHIGAN","NADER, RALPH","OTHER",84165,4232501
"2207",2000,"MICHIGAN","BROWNE, HARRY","LIBERTARIAN",16711,4232501
"2208",2000,"MICHIGAN","PHILLIPS, HOWARD","OTHER",3791,4232501
"2209",2000,"MICHIGAN","HAGELIN, JOHN","OTHER",2426,4232501
"2210",2000,"MICHIGAN","","OTHER",1851,4232501
"2211",2000,"MINNESOTA","GORE, AL","DEMOCRAT",1168266,2438685
"2212",2000,"MINNESOTA","BUSH, GEORGE W.","REPUBLICAN",1109659,2438685
"2213",2000,"MINNESOTA","NADER, RALPH","OTHER",126696,2438685
"2214",2000,"MINNESOTA","BUCHANAN, PATRICK """"PAT""""","OTHER",22166,2438685
"2215",2000,"MINNESOTA","BROWNE, HARRY","LIBERTARIAN",5282,2438685
"2216",2000,"MINNESOTA","PHILLIPS, HOWARD","OTHER",3272,2438685
"2217",2000,"MINNESOTA","BUCHANAN, PATRICK """"PAT""""","OTHER",2294,2438685
"2218",2000,"MINNESOTA","HARRIS, JAMES","OTHER",1022,2438685
"2219",2000,"MINNESOTA","","OTHER",28,2438685
"2220",2000,"MISSISSIPPI","BUSH, GEORGE W.","REPUBLICAN",572844,994184
"2221",2000,"MISSISSIPPI","GORE, AL","DEMOCRAT",404614,994184
"2222",2000,"MISSISSIPPI","","OTHER",8735,994184
"2223",2000,"MISSISSIPPI","PHILLIPS, HOWARD","OTHER",3267,994184
"2224",2000,"MISSISSIPPI","BUCHANAN, PATRICK """"PAT""""","OTHER",2265,994184
"2225",2000,"MISSISSIPPI","BROWNE, HARRY","LIBERTARIAN",2009,994184
"2226",2000,"MISSISSIPPI","HAGELIN, JOHN","OTHER",450,994184
"2227",2000,"MISSOURI","BUSH, GEORGE W.","REPUBLICAN",1189924,2359892
"2228",2000,"MISSOURI","GORE, AL","DEMOCRAT",1111138,2359892
"2229",2000,"MISSOURI","NADER, RALPH","OTHER",38515,2359892
"2230",2000,"MISSOURI","BUCHANAN, PATRICK """"PAT""""","OTHER",9818,2359892
"2231",2000,"MISSOURI","BROWNE, HARRY","LIBERTARIAN",7436,2359892
"2232",2000,"MISSOURI","PHILLIPS, HOWARD","OTHER",1957,2359892
"2233",2000,"MISSOURI","HAGELIN, JOHN","OTHER",1104,2359892
"2234",2000,"MONTANA","BUSH, GEORGE W.","REPUBLICAN",240178,410986
"2235",2000,"MONTANA","GORE, AL","DEMOCRAT",137126,410986
"2236",2000,"MONTANA","NADER, RALPH","OTHER",24437,410986
"2237",2000,"MONTANA","BUCHANAN, PATRICK """"PAT""""","OTHER",5697,410986
"2238",2000,"MONTANA","BROWNE, HARRY","LIBERTARIAN",1718,410986
"2239",2000,"MONTANA","PHILLIPS, HOWARD","OTHER",1155,410986
"2240",2000,"MONTANA","HAGELIN, JOHN","OTHER",675,410986
"2241",2000,"NEBRASKA","BUSH, GEORGE W.","REPUBLICAN",433862,697019
"2242",2000,"NEBRASKA","GORE, AL","DEMOCRAT",231780,697019
"2243",2000,"NEBRASKA","NADER, RALPH","OTHER",24540,697019
"2244",2000,"NEBRASKA","","OTHER",4114,697019
"2245",2000,"NEBRASKA","BROWNE, HARRY","LIBERTARIAN",2245,697019
"2246",2000,"NEBRASKA","","OTHER",478,697019
"2247",2000,"NEVADA","BUSH, GEORGE W.","REPUBLICAN",301575,609426
"2248",2000,"NEVADA","GORE, AL","DEMOCRAT",279978,609426
"2249",2000,"NEVADA","NADER, RALPH","OTHER",15008,609426
"2250",2000,"NEVADA","BUCHANAN, PATRICK """"PAT""""","OTHER",4747,609426
"2251",2000,"NEVADA","NONE OF THESE CANDIDATES","OTHER",3315,609426
"2252",2000,"NEVADA","BROWNE, HARRY","LIBERTARIAN",3311,609426
"2253",2000,"NEVADA","PHILLIPS, HOWARD","OTHER",621,609426
"2254",2000,"NEVADA","HAGELIN, JOHN","OTHER",415,609426
"2255",2000,"NEVADA","BLANK VOTE","OTHER",282,609426
"2256",2000,"NEVADA","OVER VOTE","OTHER",174,609426
"2257",2000,"NEW HAMPSHIRE","BUSH, GEORGE W.","REPUBLICAN",273559,569081
"2258",2000,"NEW HAMPSHIRE","GORE, AL","DEMOCRAT",266348,569081
"2259",2000,"NEW HAMPSHIRE","NADER, RALPH","OTHER",22198,569081
"2260",2000,"NEW HAMPSHIRE","BROWNE, HARRY","LIBERTARIAN",2757,569081
"2261",2000,"NEW HAMPSHIRE","BUCHANAN, PATRICK """"PAT""""","OTHER",2615,569081
"2262",2000,"NEW HAMPSHIRE","","OTHER",1276,569081
"2263",2000,"NEW HAMPSHIRE","","OTHER",328,569081
"2264",2000,"NEW JERSEY","GORE, AL","DEMOCRAT",1788850,3187226
"2265",2000,"NEW JERSEY","BUSH, GEORGE W.","REPUBLICAN",1284173,3187226
"2266",2000,"NEW JERSEY","","OTHER",114203,3187226
"2267",2000,"NEW MEXICO","GORE, AL","DEMOCRAT",286783,598605
"2268",2000,"NEW MEXICO","BUSH, GEORGE W.","REPUBLICAN",286417,598605
"2269",2000,"NEW MEXICO","NADER, RALPH","OTHER",21251,598605
"2270",2000,"NEW MEXICO","BROWNE, HARRY","LIBERTARIAN",2058,598605
"2271",2000,"NEW MEXICO","BUCHANAN, PATRICK """"PAT""""","OTHER",1392,598605
"2272",2000,"NEW MEXICO","HAGELIN, JOHN","OTHER",361,598605
"2273",2000,"NEW MEXICO","PHILLIPS, HOWARD","OTHER",343,598605
"2274",2000,"NEW YORK","GORE, AL","DEMOCRAT",3942215,6960215
"2275",2000,"NEW YORK","BUSH, GEORGE W.","REPUBLICAN",2258577,6960215
"2276",2000,"NEW YORK","NADER, RALPH","OTHER",244030,6960215
"2277",2000,"NEW YORK","BUSH, GEORGE W.","OTHER",144797,6960215
"2278",2000,"NEW YORK","BLANK VOTE/SCATTERING","OTHER",138216,6960215
"2279",2000,"NEW YORK","GORE, AL","OTHER",88395,6960215
"2280",2000,"NEW YORK","GORE, AL","OTHER",77087,6960215
"2281",2000,"NEW YORK","BUCHANAN, PATRICK """"PAT""""","OTHER",25175,6960215
"2282",2000,"NEW YORK","HAGELIN, JOHN","OTHER",24361,6960215
"2283",2000,"NEW YORK","BROWNE, HARRY","LIBERTARIAN",7649,6960215
"2284",2000,"NEW YORK","BUCHANAN, PATRICK """"PAT""""","OTHER",6424,6960215
"2285",2000,"NEW YORK","HARRIS, JAMES","OTHER",1789,6960215
"2286",2000,"NEW YORK","PHILLIPS, HOWARD","OTHER",1498,6960215
"2287",2000,"NEW YORK","","OTHER",2,6960215
"2288",2000,"NORTH CAROLINA","BUSH, GEORGE W.","REPUBLICAN",1631163,2914990
"2289",2000,"NORTH CAROLINA","GORE, AL","DEMOCRAT",1257692,2914990
"2290",2000,"NORTH CAROLINA","BROWNE, HARRY","LIBERTARIAN",13891,2914990
"2291",2000,"NORTH CAROLINA","BUCHANAN, PATRICK """"PAT""""","OTHER",8874,2914990
"2292",2000,"NORTH CAROLINA","NOT DESIGNATED","OTHER",3370,2914990
"2293",2000,"NORTH DAKOTA","BUSH, GEORGE W.","REPUBLICAN",174852,288256
"2294",2000,"NORTH DAKOTA","GORE, AL","DEMOCRAT",95284,288256
"2295",2000,"NORTH DAKOTA","","OTHER",10459,288256
"2296",2000,"NORTH DAKOTA","BUCHANAN, PATRICK """"PAT""""","OTHER",7288,288256
"2297",2000,"NORTH DAKOTA","PHILLIPS, HOWARD","OTHER",373,288256
"2298",2000,"OHIO","BUSH, GEORGE W.","REPUBLICAN",2350363,4701998
"2299",2000,"OHIO","GORE, AL","DEMOCRAT",2183628,4701998
"2300",2000,"OHIO","NOT DESIGNATED","OTHER",148353,4701998
"2301",2000,"OHIO","BROWNE, HARRY","LIBERTARIAN",13473,4701998
"2302",2000,"OHIO","HAGELIN, JOHN","OTHER",6181,4701998
"2303",2000,"OKLAHOMA","BUSH, GEORGE W.","REPUBLICAN",744337,1234229
"2304",2000,"OKLAHOMA","GORE, AL","DEMOCRAT",474276,1234229
"2305",2000,"OKLAHOMA","BUCHANAN, PATRICK """"PAT""""","OTHER",9014,1234229
"2306",2000,"OKLAHOMA","BROWNE, HARRY","LIBERTARIAN",6602,1234229
"2307",2000,"OREGON","GORE, AL","DEMOCRAT",720342,1533950
"2308",2000,"OREGON","BUSH, GEORGE W.","REPUBLICAN",713577,1533950
"2309",2000,"OREGON","NADER, RALPH","OTHER",77357,1533950
"2310",2000,"OREGON","BROWNE, HARRY","LIBERTARIAN",7447,1533950
"2311",2000,"OREGON","BUCHANAN, PATRICK """"PAT""""","OTHER",7063,1533950
"2312",2000,"OREGON","OTHER","OTHER",3401,1533950
"2313",2000,"OREGON","BUCHANAN, PATRICK """"PAT""""","OTHER",2574,1533950
"2314",2000,"OREGON","PHILLIPS, HOWARD","OTHER",2189,1533950
"2315",2000,"PENNSYLVANIA","GORE, AL","DEMOCRAT",2485967,4912185
"2316",2000,"PENNSYLVANIA","BUSH, GEORGE W.","REPUBLICAN",2281127,4912185
"2317",2000,"PENNSYLVANIA","NADER, RALPH","OTHER",103392,4912185
"2318",2000,"PENNSYLVANIA","BUCHANAN, PATRICK """"PAT""""","OTHER",16023,4912185
"2319",2000,"PENNSYLVANIA","PHILLIPS, HOWARD","OTHER",14428,4912185
"2320",2000,"PENNSYLVANIA","BROWNE, HARRY","LIBERTARIAN",11248,4912185
"2321",2000,"RHODE ISLAND","GORE, AL","DEMOCRAT",249508,409112
"2322",2000,"RHODE ISLAND","BUSH, GEORGE W.","REPUBLICAN",130555,409112
"2323",2000,"RHODE ISLAND","NADER, RALPH","OTHER",25052,409112
"2324",2000,"RHODE ISLAND","BUCHANAN, PATRICK """"PAT""""","OTHER",2273,409112
"2325",2000,"RHODE ISLAND","BROWNE, HARRY","LIBERTARIAN",742,409112
"2326",2000,"RHODE ISLAND","","OTHER",329,409112
"2327",2000,"RHODE ISLAND","HAGELIN, JOHN","OTHER",271,409112
"2328",2000,"RHODE ISLAND","MOOREHEAD, MONICA","OTHER",199,409112
"2329",2000,"RHODE ISLAND","PHILLIPS, HOWARD","OTHER",97,409112
"2330",2000,"RHODE ISLAND","","OTHER",52,409112
"2331",2000,"RHODE ISLAND","","OTHER",34,409112
"2332",2000,"SOUTH CAROLINA","BUSH, GEORGE W.","REPUBLICAN",786892,1383902
"2333",2000,"SOUTH CAROLINA","GORE, AL","DEMOCRAT",566037,1383902
"2334",2000,"SOUTH CAROLINA","NADER, RALPH","OTHER",20279,1383902
"2335",2000,"SOUTH CAROLINA","BROWNE, HARRY","LIBERTARIAN",4760,1383902
"2336",2000,"SOUTH CAROLINA","BUCHANAN, PATRICK """"PAT""""","OTHER",3309,1383902
"2337",2000,"SOUTH CAROLINA","","OTHER",1682,1383902
"2338",2000,"SOUTH CAROLINA","HAGELIN, JOHN","OTHER",943,1383902
"2339",2000,"SOUTH DAKOTA","BUSH, GEORGE W.","REPUBLICAN",190700,316269
"2340",2000,"SOUTH DAKOTA","GORE, AL","DEMOCRAT",118804,316269
"2341",2000,"SOUTH DAKOTA","BUCHANAN, PATRICK """"PAT""""","OTHER",3322,316269
"2342",2000,"SOUTH DAKOTA","PHILLIPS, HOWARD","OTHER",1781,316269
"2343",2000,"SOUTH DAKOTA","BROWNE, HARRY","LIBERTARIAN",1662,316269
"2344",2000,"TENNESSEE","BUSH, GEORGE W.","REPUBLICAN",1061949,2076181
"2345",2000,"TENNESSEE","GORE, AL","DEMOCRAT",981720,2076181
"2346",2000,"TENNESSEE","","OTHER",32084,2076181
"2347",2000,"TENNESSEE","","OTHER",428,2076181
"2348",2000,"TEXAS","BUSH, GEORGE W.","REPUBLICAN",3799639,6407637
"2349",2000,"TEXAS","GORE, AL","DEMOCRAT",2433746,6407637
"2350",2000,"TEXAS","NADER, RALPH","OTHER",137994,6407637
"2351",2000,"TEXAS","BROWNE, HARRY","LIBERTARIAN",23160,6407637
"2352",2000,"TEXAS","","OTHER",12394,6407637
"2353",2000,"TEXAS","","OTHER",704,6407637
"2354",2000,"UTAH","BUSH, GEORGE W.","REPUBLICAN",515096,770754
"2355",2000,"UTAH","GORE, AL","DEMOCRAT",203053,770754
"2356",2000,"UTAH","NADER, RALPH","OTHER",35850,770754
"2357",2000,"UTAH","BUCHANAN, PATRICK """"PAT""""","OTHER",9319,770754
"2358",2000,"UTAH","BROWNE, HARRY","LIBERTARIAN",3616,770754
"2359",2000,"UTAH","PHILLIPS, HOWARD","OTHER",2709,770754
"2360",2000,"UTAH","HAGELIN, JOHN","OTHER",763,770754
"2361",2000,"UTAH","HARRIS, JAMES","OTHER",186,770754
"2362",2000,"UTAH","","OTHER",161,770754
"2363",2000,"UTAH","","OTHER",1,770754
"2364",2000,"VERMONT","GORE, AL","DEMOCRAT",149022,294308
"2365",2000,"VERMONT","BUSH, GEORGE W.","REPUBLICAN",119775,294308
"2366",2000,"VERMONT","NADER, RALPH","OTHER",20374,294308
"2367",2000,"VERMONT","BUCHANAN, PATRICK """"PAT""""","OTHER",2192,294308
"2368",2000,"VERMONT","DENNIS """"DENNY"""", LANE","OTHER",1044,294308
"2369",2000,"VERMONT","BROWNE, HARRY","LIBERTARIAN",784,294308
"2370",2000,"VERMONT","","OTHER",514,294308
"2371",2000,"VERMONT","HAGELIN, JOHN","OTHER",219,294308
"2372",2000,"VERMONT","MCREYNOLDS, DAVID","OTHER",161,294308
"2373",2000,"VERMONT","PHILLIPS, HOWARD","OTHER",153,294308
"2374",2000,"VERMONT","HARRIS, JAMES","OTHER",70,294308
